Name	Chr	Start	Stop	Up	Down	size
chrIV: 636120-637139	chrIV	636120.0	637139.0	YDR093W	YDR096W	1019.0
chrIV: 639823-640109	chrIV	639823.0	640109.0	YDR096W	YDR097C	286.0
chrIV: 643837-644178	chrIV	643837.0	644178.0	YDR097C	YDR098C	341.0
chrIV: 654428-655013	chrIV	654428.0	655013.0	YDR099W	YDR100W	585.0
chrIV: 655444-655686	chrIV	655444.0	655686.0	YDR100W	YDR101C	242.0
chrIV: 657467-658350	chrIV	657467.0	658350.0	YDR101C	YDR103W	883.0
chrIV: 661103-661173	chrIV	661103.0	661173.0	YDR103W	YDR104C	70.0
chrIV: 664910-665349	chrIV	664910.0	665349.0	YDR104C	YDR105C	439.0
chrIV: 666770-667004	chrIV	666770.0	667004.0	YDR105C	YDR106W	234.0
chrIV: 667858-669016	chrIV	667858.0	669016.0	YDR106W	YDR107C	1158.0
chrIV: 671034-671269	chrIV	671034.0	671269.0	YDR107C	YDR108W	235.0
chrIV: 673365-676102	chrIV	673365.0	676102.0	YDR108W	YDR110W	2737.0
chrIV: 677802-680496	chrIV	677802.0	680496.0	YDR110W	YDR113C	2694.0
chrIV: 681617-682724	chrIV	681617.0	682724.0	YDR113C	YDR116C	1107.0
chrIV: 683581-683946	chrIV	683581.0	683946.0	YDR116C	YDR117C	365.0
chrIV: 685643-685882	chrIV	685643.0	685882.0	YDR117C	YDR118W	239.0
chrIV: 687840-691549	chrIV	687840.0	691549.0	YDR118W	YDR120C	3709.0
chrIV: 693261-693585	chrIV	693261.0	693585.0	YDR120C	YDR121W	324.0
chrIV: 694175-694700	chrIV	694175.0	694700.0	YDR121W	YDR122W	525.0
chrIV: 697894-698554	chrIV	697894.0	698554.0	YDR122W	YDR123C	660.0
chrIV: 699468-701397	chrIV	699468.0	701397.0	YDR123C	YDR125C	1929.0
chrIV: 702758-703234	chrIV	702758.0	703234.0	YDR125C	YDR126W	476.0
chrIV: 704244-704484	chrIV	704244.0	704484.0	YDR126W	YDR127W	240.0
chrIV: 709250-709549	chrIV	709250.0	709549.0	YDR127W	YDR128W	299.0
chrIV: 712995-713340	chrIV	712995.0	713340.0	YDR128W	YDR129C	345.0
chrIV: 715379-715747	chrIV	715379.0	715747.0	YDR129C	YDR130C	368.0
chrIV: 727551-728259	chrIV	727551.0	728259.0	YDR135C	YDR137W	708.0
chrIV: 730250-730578	chrIV	730250.0	730578.0	YDR137W	YDR138W	328.0
chrIV: 732836-733618	chrIV	732836.0	733618.0	YDR138W	YDR139C	782.0
chrIV: 733924-734138	chrIV	733924.0	734138.0	YDR139C	YDR140W	214.0
chrIV: 734803-734901	chrIV	734803.0	734901.0	YDR140W	YDR141C	98.0
chrIV: 739997-740473	chrIV	739997.0	740473.0	YDR141C	YDR142C	476.0
chrIV: 741600-742042	chrIV	741600.0	742042.0	YDR142C	YDR143C	442.0
chrIV: 743874-744311	chrIV	743874.0	744311.0	YDR143C	YDR144C	437.0
chrIV: 746101-746738	chrIV	746101.0	746738.0	YDR144C	YDR145W	637.0
chrIV: 748357-748613	chrIV	748357.0	748613.0	YDR145W	YDR146C	256.0
chrIV: 750742-751631	chrIV	750742.0	751631.0	YDR146C	YDR147W	889.0
chrIV: 753235-753675	chrIV	753235.0	753675.0	YDR147W	YDR148C	440.0
chrIV: 755066-755628	chrIV	755066.0	755628.0	YDR148C	YDR150W	562.0
chrIV: 763874-764178	chrIV	763874.0	764178.0	YDR150W	YDR151C	304.0
chrIV: 765155-765706	chrIV	765155.0	765706.0	YDR151C	YDR152W	551.0
chrIV: 766503-766736	chrIV	766503.0	766736.0	YDR152W	YDR153C	233.0
chrIV: 767971-768512	chrIV	767971.0	768512.0	YDR153C	YDR155C	541.0
chrIV: 769000-769525	chrIV	769000.0	769525.0	YDR155C	YDR156W	525.0
chrIV: 769938-770357	chrIV	769938.0	770357.0	YDR156W	YDR158W	419.0
chrIV: 771454-771877	chrIV	771454.0	771877.0	YDR158W	YDR159W	423.0
chrIV: 775782-776163	chrIV	775782.0	776163.0	YDR159W	YDR160W	381.0
chrIV: 778721-780390	chrIV	778721.0	780390.0	YDR160W	YDR162C	1669.0
chrIV: 781100-781423	chrIV	781100.0	781423.0	YDR162C	YDR163W	323.0
chrIV: 781950-782041	chrIV	781950.0	782041.0	YDR163W	YDR164C	91.0
chrIV: 784215-784871	chrIV	784215.0	784871.0	YDR164C	YDR165W	656.0
chrIV: 786205-786306	chrIV	786205.0	786306.0	YDR165W	YDR166C	101.0
chrIV: 789221-789449	chrIV	789221.0	789449.0	YDR166C	YDR167W	228.0
chrIV: 790069-790328	chrIV	790069.0	790328.0	YDR167W	YDR168W	259.0
chrIV: 791848-792348	chrIV	791848.0	792348.0	YDR168W	YDR169C	500.0
chrIV: 793889-796193	chrIV	793889.0	796193.0	YDR169C	YDR170C	2304.0
chrIV: 802222-806621	chrIV	802222.0	806621.0	YDR170C	YDR171W	4399.0
chrIV: 807748-808324	chrIV	807748.0	808324.0	YDR171W	YDR172W	576.0
chrIV: 810381-810565	chrIV	810381.0	810565.0	YDR172W	YDR173C	184.0
chrIV: 811632-812110	chrIV	811632.0	812110.0	YDR173C	YDR174W	478.0
chrIV: 812850-813193	chrIV	812850.0	813193.0	YDR174W	YDR175C	343.0
chrIV: 814152-814452	chrIV	814152.0	814452.0	YDR175C	YDR176W	300.0
chrIV: 816560-816878	chrIV	816560.0	816878.0	YDR176W	YDR177W	318.0
chrIV: 817525-817950	chrIV	817525.0	817950.0	YDR177W	YDR178W	425.0
chrIV: 818495-818708	chrIV	818495.0	818708.0	YDR178W	YDR179C	213.0
chrIV: 819196-821295	chrIV	819196.0	821295.0	YDR179C	YDR180W	2099.0
chrIV: 825776-825910	chrIV	825776.0	825910.0	YDR180W	YDR181C	134.0
chrIV: 827355-827582	chrIV	827355.0	827582.0	YDR181C	YDR182W	227.0
chrIV: 829057-829585	chrIV	829057.0	829585.0	YDR182W	YDR183W	528.0
chrIV: 830277-830629	chrIV	830277.0	830629.0	YDR183W	YDR184C	352.0
chrIV: 831513-831934	chrIV	831513.0	831934.0	YDR184C	YDR185C	421.0
chrIV: 832473-832859	chrIV	832473.0	832859.0	YDR185C	YDR186C	386.0
chrIV: 835492-836421	chrIV	835492.0	836421.0	YDR186C	YDR188W	929.0
chrIV: 838061-838392	chrIV	838061.0	838392.0	YDR188W	YDR189W	331.0
chrIV: 840392-840604	chrIV	840392.0	840604.0	YDR189W	YDR190C	212.0
chrIV: 841995-842337	chrIV	841995.0	842337.0	YDR190C	YDR191W	342.0
chrIV: 843449-843569	chrIV	843449.0	843569.0	YDR191W	YDR192C	120.0
chrIV: 844861-845952	chrIV	844861.0	845952.0	YDR192C	YDR194C	1091.0
chrIV: 847946-848599	chrIV	847946.0	848599.0	YDR194C	YDR195W	653.0
chrIV: 850200-850274	chrIV	850200.0	850274.0	YDR195W	YDR196C	74.0
chrIV: 850999-851228	chrIV	850999.0	851228.0	YDR196C	YDR197W	229.0
chrIV: 852397-852533	chrIV	852397.0	852533.0	YDR197W	YDR198C	136.0
chrIV: 853972-854279	chrIV	853972.0	854279.0	YDR198C	YDR200C	307.0
chrIV: 856093-856317	chrIV	856093.0	856317.0	YDR200C	YDR201W	224.0
chrIV: 856814-856898	chrIV	856814.0	856898.0	YDR201W	YDR202C	84.0
chrIV: 857953-858137	chrIV	857953.0	858137.0	YDR202C	YDR204W	184.0
chrIV: 859144-859346	chrIV	859144.0	859346.0	YDR204W	YDR205W	202.0
chrIV: 861520-862054	chrIV	861520.0	862054.0	YDR205W	YDR206W	534.0
chrIV: 864708-865012	chrIV	864708.0	865012.0	YDR206W	YDR207C	304.0
chrIV: 867522-868224	chrIV	867522.0	868224.0	YDR207C	YDR208W	702.0
chrIV: 886865-887232	chrIV	886865.0	887232.0	YDR211W	YDR212W	367.0
chrIV: 888911-889751	chrIV	888911.0	889751.0	YDR212W	YDR213W	840.0
chrIV: 892492-892875	chrIV	892492.0	892875.0	YDR213W	YDR214W	383.0
chrIV: 893927-895035	chrIV	893927.0	895035.0	YDR214W	YDR216W	1108.0
chrIV: 899006-899551	chrIV	899006.0	899551.0	YDR216W	YDR217C	545.0
chrIV: 903480-903781	chrIV	903480.0	903781.0	YDR217C	YDR218C	301.0
chrIV: 905052-905455	chrIV	905052.0	905455.0	YDR218C	YDR219C	403.0
chrIV: 906852-907330	chrIV	906852.0	907330.0	YDR219C	YDR221W	478.0
chrIV: 909438-912099	chrIV	909438.0	912099.0	YDR221W	YDR223W	2661.0
chrIV: 913502-914317	chrIV	913502.0	914317.0	YDR223W	YDR224C	815.0
chrIV: 914712-915530	chrIV	914712.0	915530.0	YDR224C	YDR225W	818.0
chrIV: 915928-916486	chrIV	915928.0	916486.0	YDR225W	YDR226W	558.0
chrIV: 917154-917571	chrIV	917154.0	917571.0	YDR226W	YDR227W	417.0
chrIV: 921647-921926	chrIV	921647.0	921926.0	YDR227W	YDR228C	279.0
chrIV: 923806-924785	chrIV	923806.0	924785.0	YDR228C	YDR229W	979.0
chrIV: 926146-926293	chrIV	926146.0	926293.0	YDR229W	YDR231C	147.0
chrIV: 926910-927452	chrIV	926910.0	927452.0	YDR231C	YDR232W	542.0
chrIV: 929098-929470	chrIV	929098.0	929470.0	YDR232W	YDR233C	372.0
chrIV: 930357-931129	chrIV	930357.0	931129.0	YDR233C	YDR234W	772.0
chrIV: 933210-933504	chrIV	933210.0	933504.0	YDR234W	YDR235W	294.0
chrIV: 935138-935236	chrIV	935138.0	935236.0	YDR235W	YDR236C	98.0
chrIV: 935892-936615	chrIV	935892.0	936615.0	YDR236C	YDR237W	723.0
chrIV: 937493-937895	chrIV	937493.0	937895.0	YDR237W	YDR238C	402.0
chrIV: 940816-941057	chrIV	940816.0	941057.0	YDR238C	YDR239C	241.0
chrIV: 943420-943674	chrIV	943420.0	943674.0	YDR239C	YDR240C	254.0
chrIV: 945152-946807	chrIV	945152.0	946807.0	YDR240C	YDR242W	1655.0
chrIV: 948456-948518	chrIV	948456.0	948518.0	YDR242W	YDR243C	62.0
chrIV: 950284-950563	chrIV	950284.0	950563.0	YDR243C	YDR244W	279.0
chrIV: 952401-952800	chrIV	952401.0	952800.0	YDR244W	YDR245W	399.0
chrIV: 953981-954288	chrIV	953981.0	954288.0	YDR245W	YDR246W	307.0
chrIV: 954947-956013	chrIV	954947.0	956013.0	YDR246W	YDR247W	1066.0
chrIV: 957398-960614	chrIV	957398.0	960614.0	YDR247W	YDR251W	3216.0
chrIV: 963106-963412	chrIV	963106.0	963412.0	YDR251W	YDR252W	306.0
chrIV: 963861-963990	chrIV	963861.0	963990.0	YDR252W	YDR253C	129.0
chrIV: 964565-965113	chrIV	964565.0	965113.0	YDR253C	YDR254W	548.0
chrIV: 966489-966557	chrIV	966489.0	966557.0	YDR254W	YDR255C	68.0
chrIV: 967822-968133	chrIV	967822.0	968133.0	YDR255C	YDR256C	311.0
chrIV: 969680-969990	chrIV	969680.0	969990.0	YDR256C	YDR257C	310.0
chrIV: 971474-971808	chrIV	971474.0	971808.0	YDR257C	YDR258C	334.0
chrIV: 974243-974631	chrIV	974243.0	974631.0	YDR258C	YDR259C	388.0
chrIV: 975782-976717	chrIV	975782.0	976717.0	YDR259C	YDR260C	935.0
chrIV: 977229-977521	chrIV	977229.0	977521.0	YDR260C	YDR261C	292.0
chrIV: 995534-996029	chrIV	995534.0	996029.0	YDR263C	YDR264C	495.0
chrIV: 998323-998864	chrIV	998323.0	998864.0	YDR264C	YDR265W	541.0
chrIV: 999877-1000104	chrIV	999877.0	1000104.0	YDR265W	YDR266C	227.0
chrIV: 1002023-1002510	chrIV	1002023.0	1002510.0	YDR266C	YDR267C	487.0
chrIV: 1003502-1004004	chrIV	1003502.0	1004004.0	YDR267C	YDR268W	502.0
chrIV: 1005143-1005675	chrIV	1005143.0	1005675.0	YDR268W	YDR270W	532.0
chrIV: 1008689-1009010	chrIV	1008689.0	1009010.0	YDR270W	YDR272W	321.0
chrIV: 1009834-1010176	chrIV	1009834.0	1010176.0	YDR272W	YDR273W	342.0
chrIV: 1011273-1012252	chrIV	1011273.0	1012252.0	YDR273W	YDR275W	979.0
chrIV: 1012959-1013476	chrIV	1012959.0	1013476.0	YDR275W	YDR276C	517.0
chrIV: 1013643-1014401	chrIV	1013643.0	1014401.0	YDR276C	YDR277C	758.0
chrIV: 1015702-1019368	chrIV	1015702.0	1019368.0	YDR277C	YDR279W	3666.0
chrIV: 1020420-1020747	chrIV	1020420.0	1020747.0	YDR279W	YDR280W	327.0
chrIV: 1021664-1022007	chrIV	1021664.0	1022007.0	YDR280W	YDR281C	343.0
chrIV: 1022321-1025070	chrIV	1022321.0	1025070.0	YDR281C	YDR283C	2749.0
chrIV: 1030049-1030550	chrIV	1030049.0	1030550.0	YDR283C	YDR284C	501.0
chrIV: 1031419-1032436	chrIV	1031419.0	1032436.0	YDR284C	YDR285W	1017.0
chrIV: 1035063-1035995	chrIV	1035063.0	1035995.0	YDR285W	YDR287W	932.0
chrIV: 1036873-1037195	chrIV	1036873.0	1037195.0	YDR287W	YDR288W	322.0
chrIV: 1038106-1038280	chrIV	1038106.0	1038280.0	YDR288W	YDR289C	174.0
chrIV: 1039509-1043146	chrIV	1039509.0	1043146.0	YDR289C	YDR292C	3637.0
chrIV: 1045011-1045640	chrIV	1045011.0	1045640.0	YDR292C	YDR293C	629.0
chrIV: 1049392-1050459	chrIV	1049392.0	1050459.0	YDR293C	YDR294C	1067.0
chrIV: 1052228-1052623	chrIV	1052228.0	1052623.0	YDR294C	YDR295C	395.0
chrIV: 1054647-1055212	chrIV	1054647.0	1055212.0	YDR295C	YDR296W	565.0
chrIV: 1055892-1056551	chrIV	1055892.0	1056551.0	YDR296W	YDR297W	659.0
chrIV: 1057600-1058176	chrIV	1057600.0	1058176.0	YDR297W	YDR298C	576.0
chrIV: 1058814-1059627	chrIV	1058814.0	1059627.0	YDR298C	YDR299W	813.0
chrIV: 1061231-1061505	chrIV	1061231.0	1061505.0	YDR299W	YDR300C	274.0
chrIV: 1062791-1063352	chrIV	1062791.0	1063352.0	YDR300C	YDR301W	561.0
chrIV: 1067425-1067731	chrIV	1067425.0	1067731.0	YDR301W	YDR302W	306.0
chrIV: 1068390-1068729	chrIV	1068390.0	1068729.0	YDR302W	YDR303C	339.0
chrIV: 1071386-1071880	chrIV	1071386.0	1071880.0	YDR303C	YDR304C	494.0
chrIV: 1072557-1072746	chrIV	1072557.0	1072746.0	YDR304C	YDR305C	189.0
chrIV: 1073488-1078027	chrIV	1073488.0	1078027.0	YDR305C	YDR308C	4539.0
chrIV: 1078449-1079048	chrIV	1078449.0	1079048.0	YDR308C	YDR309C	599.0
chrIV: 1080199-1081128	chrIV	1080199.0	1081128.0	YDR309C	YDR310C	929.0
chrIV: 1084316-1085065	chrIV	1084316.0	1085065.0	YDR310C	YDR311W	749.0
chrIV: 1086993-1087581	chrIV	1086993.0	1087581.0	YDR311W	YDR312W	588.0
chrIV: 1088942-1089219	chrIV	1088942.0	1089219.0	YDR312W	YDR313C	277.0
chrIV: 1090079-1090433	chrIV	1090079.0	1090433.0	YDR313C	YDR314C	354.0
chrIV: 1092511-1092741	chrIV	1092511.0	1092741.0	YDR314C	YDR315C	230.0
chrIV: 1093586-1093763	chrIV	1093586.0	1093763.0	YDR315C	YDR316W	177.0
chrIV: 1103428-1103758	chrIV	1103428.0	1103758.0	YDR317W	YDR318W	330.0
chrIV: 1104947-1106095	chrIV	1104947.0	1106095.0	YDR318W	YDR320C	1148.0
chrIV: 1108101-1108280	chrIV	1108101.0	1108280.0	YDR320C	YDR320C-A	179.0
chrIV: 1108498-1108702	chrIV	1108498.0	1108702.0	YDR320C-A	YDR321W	204.0
chrIV: 1109847-1110589	chrIV	1109847.0	1110589.0	YDR321W	YDR322W	742.0
chrIV: 1111692-1112003	chrIV	1111692.0	1112003.0	YDR322W	YDR322C-A	311.0
chrIV: 1112293-1112480	chrIV	1112293.0	1112480.0	YDR322C-A	YDR323C	187.0
chrIV: 1114027-1114433	chrIV	1114027.0	1114433.0	YDR323C	YDR324C	406.0
chrIV: 1116763-1117126	chrIV	1116763.0	1117126.0	YDR324C	YDR325W	363.0
chrIV: 1120233-1120609	chrIV	1120233.0	1120609.0	YDR325W	YDR326C	376.0
chrIV: 1124925-1125434	chrIV	1124925.0	1125434.0	YDR326C	YDR328C	509.0
chrIV: 1126018-1126270	chrIV	1126018.0	1126270.0	YDR328C	YDR329C	252.0
chrIV: 1127595-1127872	chrIV	1127595.0	1127872.0	YDR329C	YDR330W	277.0
chrIV: 1129374-1129588	chrIV	1129374.0	1129588.0	YDR330W	YDR331W	214.0
chrIV: 1130823-1131001	chrIV	1130823.0	1131001.0	YDR331W	YDR332W	178.0
chrIV: 1133070-1135932	chrIV	1133070.0	1135932.0	YDR332W	YDR334W	2862.0
chrIV: 1140476-1141168	chrIV	1140476.0	1141168.0	YDR334W	YDR335W	692.0
chrIV: 1144842-1146319	chrIV	1144842.0	1146319.0	YDR335W	YDR337W	1477.0
chrIV: 1147179-1149951	chrIV	1147179.0	1149951.0	YDR337W	YDR339C	2772.0
chrIV: 1150520-1151803	chrIV	1150520.0	1151803.0	YDR339C	YDR341C	1283.0
chrIV: 1153626-1154216	chrIV	1153626.0	1154216.0	YDR341C	YDR342C	590.0
chrIV: 1155928-1159608	chrIV	1155928.0	1159608.0	YDR342C	YDR343C	3680.0
chrIV: 1161320-1162957	chrIV	1161320.0	1162957.0	YDR343C	YDR345C	1637.0
chrIV: 1164660-1167214	chrIV	1164660.0	1167214.0	YDR345C	YDR346C	2554.0
chrIV: 1168659-1169178	chrIV	1168659.0	1169178.0	YDR346C	YDR347W	519.0
chrIV: 1170143-1172386	chrIV	1170143.0	1172386.0	YDR347W	YDR349C	2243.0
chrIV: 1174176-1176120	chrIV	1174176.0	1176120.0	YDR349C	YDR350C	1944.0
chrIV: 1178174-1178666	chrIV	1178174.0	1178666.0	YDR350C	YDR351W	492.0
chrIV: 1181260-1183299	chrIV	1181260.0	1183299.0	YDR351W	YDR353W	2039.0
chrIV: 1184258-1184747	chrIV	1184258.0	1184747.0	YDR353W	YDR354W	489.0
chrIV: 1185889-1186107	chrIV	1185889.0	1186107.0	YDR354W	YDR356W	218.0
chrIV: 1188941-1190059	chrIV	1188941.0	1190059.0	YDR356W	YDR358W	1118.0
chrIV: 1191732-1191936	chrIV	1191732.0	1191936.0	YDR358W	YDR359C	204.0
chrIV: 1194884-1195412	chrIV	1194884.0	1195412.0	YDR359C	YDR361C	528.0
chrIV: 1196263-1196679	chrIV	1196263.0	1196679.0	YDR361C	YDR362C	416.0
chrIV: 1198697-1199183	chrIV	1198697.0	1199183.0	YDR362C	YDR363W	486.0
chrIV: 1200553-1202128	chrIV	1200553.0	1202128.0	YDR363W	YDR363W-A	1575.0
chrIV: 1202397-1202843	chrIV	1202397.0	1202843.0	YDR363W-A	YDR364C	446.0
chrIV: 1204210-1204497	chrIV	1204210.0	1204497.0	YDR364C	YDR365C	287.0
chrIV: 1213614-1213904	chrIV	1213614.0	1213904.0	YDR367W	YDR368W	290.0
chrIV: 1214842-1215016	chrIV	1214842.0	1215016.0	YDR368W	YDR369C	174.0
chrIV: 1217580-1221112	chrIV	1217580.0	1221112.0	YDR369C	YDR372C	3532.0
chrIV: 1222149-1222759	chrIV	1222149.0	1222759.0	YDR372C	YDR373W	610.0
chrIV: 1223331-1225166	chrIV	1223331.0	1225166.0	YDR373W	YDR375C	1835.0
chrIV: 1226536-1226822	chrIV	1226536.0	1226822.0	YDR375C	YDR376W	286.0
chrIV: 1228303-1228611	chrIV	1228303.0	1228611.0	YDR376W	YDR377W	308.0
chrIV: 1228916-1229349	chrIV	1228916.0	1229349.0	YDR377W	YDR378C	433.0
chrIV: 1229609-1230167	chrIV	1229609.0	1230167.0	YDR378C	YDR379W	558.0
chrIV: 1233196-1233278	chrIV	1233196.0	1233278.0	YDR379W	YDR379C-A	82.0
chrIV: 1233517-1234218	chrIV	1233517.0	1234218.0	YDR379C-A	YDR380W	701.0
chrIV: 1236125-1236558	chrIV	1236125.0	1236558.0	YDR380W	YDR381W	433.0
chrIV: 1238004-1238312	chrIV	1238004.0	1238312.0	YDR381W	YDR381C-A	308.0
chrIV: 1238850-1239492	chrIV	1238850.0	1239492.0	YDR381C-A	YDR382W	642.0
chrIV: 1239824-1239960	chrIV	1239824.0	1239960.0	YDR382W	YDR383C	136.0
chrIV: 1240676-1241204	chrIV	1240676.0	1241204.0	YDR383C	YDR384C	528.0
chrIV: 1242031-1243230	chrIV	1242031.0	1243230.0	YDR384C	YDR385W	1199.0
chrIV: 1245758-1246084	chrIV	1245758.0	1246084.0	YDR385W	YDR386W	326.0
chrIV: 1247982-1250186	chrIV	1247982.0	1250186.0	YDR386W	YDR388W	2204.0
chrIV: 1251634-1252537	chrIV	1251634.0	1252537.0	YDR388W	YDR389W	903.0
chrIV: 1254501-1254937	chrIV	1254501.0	1254937.0	YDR389W	YDR390C	436.0
chrIV: 1256847-1258696	chrIV	1256847.0	1258696.0	YDR390C	YDR392W	1849.0
chrIV: 1259709-1259901	chrIV	1259709.0	1259901.0	YDR392W	YDR393W	192.0
chrIV: 1261271-1261681	chrIV	1261271.0	1261681.0	YDR393W	YDR394W	410.0
chrIV: 1262967-1263324	chrIV	1262967.0	1263324.0	YDR394W	YDR395W	357.0
chrIV: 1266158-1266366	chrIV	1266158.0	1266366.0	YDR395W	YDR397C	208.0
chrIV: 1266898-1267471	chrIV	1266898.0	1267471.0	YDR397C	YDR398W	573.0
chrIV: 1269402-1270068	chrIV	1269402.0	1270068.0	YDR398W	YDR399W	666.0
chrIV: 1270733-1271063	chrIV	1270733.0	1271063.0	YDR399W	YDR400W	330.0
chrIV: 1272085-1272234	chrIV	1272085.0	1272234.0	YDR400W	YDR402C	149.0
chrIV: 1273703-1274602	chrIV	1273703.0	1274602.0	YDR402C	YDR403W	899.0
chrIV: 1276212-1276654	chrIV	1276212.0	1276654.0	YDR403W	YDR404C	442.0
chrIV: 1277169-1277646	chrIV	1277169.0	1277646.0	YDR404C	YDR405W	477.0
chrIV: 1278437-1279210	chrIV	1278437.0	1279210.0	YDR405W	YDR406W	773.0
chrIV: 1283799-1284069	chrIV	1283799.0	1284069.0	YDR406W	YDR407C	270.0
chrIV: 1287938-1288215	chrIV	1287938.0	1288215.0	YDR407C	YDR408C	277.0
chrIV: 1288859-1289406	chrIV	1288859.0	1289406.0	YDR408C	YDR409W	547.0
chrIV: 1292120-1292372	chrIV	1292120.0	1292372.0	YDR409W	YDR410C	252.0
chrIV: 1293091-1293369	chrIV	1293091.0	1293369.0	YDR410C	YDR411C	278.0
chrIV: 1294394-1294693	chrIV	1294394.0	1294693.0	YDR411C	YDR412W	299.0
chrIV: 1295400-1295598	chrIV	1295400.0	1295598.0	YDR412W	YDR414C	198.0
chrIV: 1296686-1298432	chrIV	1296686.0	1298432.0	YDR414C	YDR416W	1746.0
chrIV: 1301011-1301616	chrIV	1301011.0	1301616.0	YDR416W	YDR418W	605.0
chrIV: 1302113-1303174	chrIV	1302113.0	1303174.0	YDR418W	YDR419W	1061.0
chrIV: 1305072-1306267	chrIV	1305072.0	1306267.0	YDR419W	YDR420W	1195.0
chrIV: 1311675-1312040	chrIV	1311675.0	1312040.0	YDR420W	YDR421W	365.0
chrIV: 1314892-1315326	chrIV	1314892.0	1315326.0	YDR421W	YDR422C	434.0
chrIV: 1317773-1318046	chrIV	1317773.0	1318046.0	YDR422C	YDR423C	273.0
chrIV: 1319275-1319387	chrIV	1319275.0	1319387.0	YDR423C	YDR424C	112.0
chrIV: 1319841-1320064	chrIV	1319841.0	1320064.0	YDR424C	YDR425W	223.0
chrIV: 1321941-1322205	chrIV	1321941.0	1322205.0	YDR425W	YDR427W	264.0
chrIV: 1323386-1323454	chrIV	1323386.0	1323454.0	YDR427W	YDR428C	68.0
chrIV: 1324239-1324477	chrIV	1324239.0	1324477.0	YDR428C	YDR429C	238.0
chrIV: 1325301-1325501	chrIV	1325301.0	1325501.0	YDR429C	YDR430C	200.0
chrIV: 1328470-1328783	chrIV	1328470.0	1328783.0	YDR430C	YDR432W	313.0
chrIV: 1330027-1331237	chrIV	1330027.0	1331237.0	YDR432W	YDR434W	1210.0
chrIV: 1332841-1332983	chrIV	1332841.0	1332983.0	YDR434W	YDR435C	142.0
chrIV: 1333969-1334821	chrIV	1333969.0	1334821.0	YDR435C	YDR436W	852.0
chrIV: 1336953-1337352	chrIV	1336953.0	1337352.0	YDR436W	YDR437W	399.0
chrIV: 1337774-1338274	chrIV	1337774.0	1338274.0	YDR437W	YDR438W	500.0
chrIV: 1339386-1339676	chrIV	1339386.0	1339676.0	YDR438W	YDR439W	290.0
chrIV: 1340719-1342493	chrIV	1340719.0	1342493.0	YDR439W	YDR440W	1774.0
chrIV: 1344241-1344517	chrIV	1344241.0	1344517.0	YDR440W	YDR441C	276.0
chrIV: 1345062-1345676	chrIV	1345062.0	1345676.0	YDR441C	YDR443C	614.0
chrIV: 1349938-1353725	chrIV	1349938.0	1353725.0	YDR443C	YDR446W	3787.0
chrIV: 1354633-1354829	chrIV	1354633.0	1354829.0	YDR446W	YDR447C	196.0
chrIV: 1355553-1356065	chrIV	1355553.0	1356065.0	YDR447C	YDR448W	512.0
chrIV: 1357369-1357580	chrIV	1357369.0	1357580.0	YDR448W	YDR449C	211.0
chrIV: 1358902-1359923	chrIV	1358902.0	1359923.0	YDR449C	YDR450W	1021.0
chrIV: 1360798-1361120	chrIV	1360798.0	1361120.0	YDR450W	YDR451C	322.0
chrIV: 1362181-1362878	chrIV	1362181.0	1362878.0	YDR451C	YDR452W	697.0
chrIV: 1364902-1365072	chrIV	1364902.0	1365072.0	YDR452W	YDR453C	170.0
chrIV: 1365662-1366264	chrIV	1365662.0	1366264.0	YDR453C	YDR454C	602.0
chrIV: 1366827-1367485	chrIV	1366827.0	1367485.0	YDR454C	YDR456W	658.0
chrIV: 1369386-1369790	chrIV	1369386.0	1369790.0	YDR456W	YDR457W	404.0
chrIV: 1379596-1380055	chrIV	1379596.0	1380055.0	YDR457W	YDR458C	459.0
chrIV: 1382046-1382319	chrIV	1382046.0	1382319.0	YDR458C	YDR459C	273.0
chrIV: 1383443-1383811	chrIV	1383443.0	1383811.0	YDR459C	YDR460W	368.0
chrIV: 1384776-1385176	chrIV	1384776.0	1385176.0	YDR460W	YDR461W	400.0
chrIV: 1385286-1386073	chrIV	1385286.0	1386073.0	YDR461W	YDR462W	787.0
chrIV: 1386516-1386816	chrIV	1386516.0	1386816.0	YDR462W	YDR463W	300.0
chrIV: 1388375-1388872	chrIV	1388375.0	1388872.0	YDR463W	YDR464W	497.0
chrIV: 1393179-1393336	chrIV	1393179.0	1393336.0	YDR464W	YDR465C	157.0
chrIV: 1394574-1395121	chrIV	1394574.0	1395121.0	YDR465C	YDR466W	547.0
chrIV: 1397817-1398026	chrIV	1397817.0	1398026.0	YDR466W	YDR468C	209.0
chrIV: 1398700-1399015	chrIV	1398700.0	1399015.0	YDR468C	YDR469W	315.0
chrIV: 1399542-1399706	chrIV	1399542.0	1399706.0	YDR469W	YDR470C	164.0
chrIV: 1401214-1401770	chrIV	1401214.0	1401770.0	YDR470C	YDR471W	556.0
chrIV: 1402564-1403322	chrIV	1402564.0	1403322.0	YDR471W	YDR472W	758.0
chrIV: 1404173-1404445	chrIV	1404173.0	1404445.0	YDR472W	YDR473C	272.0
chrIV: 1405854-1407464	chrIV	1405854.0	1407464.0	YDR473C	YDR475C	1610.0
chrIV: 1410094-1412373	chrIV	1410094.0	1412373.0	YDR475C	YDR477W	2279.0
chrIV: 1414274-1414575	chrIV	1414274.0	1414575.0	YDR477W	YDR478W	301.0
